id,id_genero,titulo,resumo,lancamento,idioma_original,poster
550231,"[18, 10749]",The Secret: Dare to Dream,"A widow with three children hires a handyman to fix her house during a major storm. When not doing home repairs, he shares his philosophy of believing in the power of the universe to deliver what we want.",2020-04-16,en,/5mCqEeBA0MW7H6akFrFQXJu68rU.jpg
57361,"[18, 53, 80]",The Yellow Sea,"A Korean man in China takes an assassination job in South Korea to make money and find his missing wife. But when the job is botched, he is forced to go on the run from the police and the gangsters who paid him.",2010-12-22,ko,/16Pkg2ChCdACbBKVIAPAZtLL6eb.jpg
14621,[18],Lean On Me,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989-03-03,en,/jU7wPjF0UP2MaA0ZXiCAJhyshJH.jpg
3063,"[35, 10752]",Duck Soup,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,1933-11-12,en,/31t63plEGKHhYuuCpC9bFWO9SBS.jpg
433498,[18],Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",2017-09-07,en,/ahF5c6vyP8HWMqIwlhecbRALkjq.jpg
259316,"[14, 12, 10751]",Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",2016-11-16,en,/h6NYfVUyM6CDURtZSnBpz647Ldd.jpg
39148,"[16, 12, 14]",Dragon Ball: The Path to Power,"A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",1996-03-04,ja,/wuW7jeE7pX7glnZpCcJZGfC0YSr.jpg
8996,"[36, 18, 10752]",Europa Europa,A Jewish boy separated from his family in the early days of WWII poses as a German orphan and is taken into the heart of the Nazi world as a 'war hero' and eventually becomes a Hitler Youth.,1990-11-14,de,/hkh3GzBHquwB5nkdEeQUbFSo5Ju.jpg
381,"[80, 53, 9648, 10749, 35]",To Catch a Thief,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",1955-08-03,en,/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg
180,"[28, 53, 878, 9648]",Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",2002-06-20,en,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg
420809,"[10751, 14, 12, 28]",Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16,en,/vloNTScJ3w7jwNwtNGoG8DbTThv.jpg
407449,[18],Lucky,"Follows the journey of a 90-year-old atheist and the quirky characters that inhabit his off-the-map desert town. He finds himself at the precipice of life, thrust into a journey of self-exploration.",2017-09-29,en,/8odHgC6NC0K8oy8M7YkEao05TgC.jpg
49051,"[12, 14, 28]",The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",2012-11-26,en,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg
35838,[18],Tristana,"As a young woman, Tristana is orphaned and taken under the guardianship of Don Lope, a respected member of the community, who takes advantage of his innocent charge. When Tristana falls in love with artist Horacio, she must learn to be more assertive in order to achieve independence from her nefarious guardian, or her blossoming relationship with Horatio is doomed.",1970-03-29,es,/h4GsNOMYvoza0kQDMLcyHeo51W3.jpg
32574,"[35, 18]",Meet John Doe,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement.",1941-03-14,en,/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg
10857,"[16, 10752, 878]",When the Wind Blows,"With the help of government-issued pamphlets, an elderly British couple build a shelter and prepare for an impending nuclear attack, unaware that times and the nature of war have changed from their romantic memories of World War II.",1986-10-24,en,/sQ7CgHdDcKnnzhCXA7wC2JVL7qq.jpg
9652,"[53, 18, 10749]",The Passenger,"David Locke is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman, Locke attempts to avoid both the police and criminals out to get him.",1975-02-28,it,/rYfnOaYYgAuoI8R0JiAV72jAESS.jpg
1414,"[18, 9648, 10749]",Lovers of the Arctic Circle,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place (Círculo polar) where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",1998-09-04,es,/3UNof5FTy9VlWl5egg7nsjsk30m.jpg
420814,"[12, 35, 10751, 14]",Christopher Robin,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",2018-08-02,en,/i6Ytex4d3CdfIKJFxB5v5vh24vb.jpg
381288,"[27, 53]",Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",2017-01-19,en,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg
269258,"[35, 18]",Head Full of Honey,"Before eleven years old Tilda's parents can put her beloved grandfather in an old people's home due to his progressing Alzheimer disease, she takes him on one last adventure that subliminally threatens to tear her family apart.",2014-12-25,de,/82T8Yax4blLICBPRcdzeJ6tZzxa.jpg
20620,"[878, 27, 53]",Seconds,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity – one that comes with its own price.,1966-10-05,en,/5G3q3OvulFTnFdiouaZdD8wjtIc.jpg
661,[18],The Marriage of Maria Braun,"Maria marries a young soldier in the last days of World War II, only for him to go missing in the war. She must rely on her beauty and ambition to navigate the difficult post-war years alone.",1979-03-23,de,/tXjZEzlf4WQwZ4Dt53gXeJVuO7p.jpg
298582,"[36, 18, 10751]",Full Out,"Based on the true life story of California gymnast Ariana Berlin. As she zoned in on her Olympic goals, 14 year old Ariana Berlin's life took a sharp turn when she was involved in a debilitating car accident. Gaining her confidence and movement back through learning hip hop dance, she unexpectedly found herself called back to the gymnastics world thanks to world renowned UCLA Coach Valorie Kondos Field. With Val's help, Ariana was eventually able to secure a spot on the UCLA gymnastics team and win an NCAA championship, a lifelong goal that she had always dreamed of. This is a wonderfully inspiring story of persistence, confidence, and the heart and courage to make a somewhat impossible comeback in life.",2015-09-11,en,/e9c2JOwJlWUfIZRaxIWE2BZt5GV.jpg
169881,"[12, 18, 36]",The Physician,"England, 1021. Rob Cole, a boy born in a miserable mining town, swears to become a physician and vanquish disease and death. His harsh path of many years, a quest for knowledge besieged by countless challenges and sacrifices, leads him to the remote Isfahan, in Persia, where he meets Ibn Sina, the greatest healer of his time.",2013-12-25,en,/6koFQEuyZKNYcBMSVEHYtAeIpUE.jpg
42726,"[18, 10749]",A Man and a Woman,"A man and a woman meet by accident on a Sunday evening at their childrens' boarding school. Slowly, they reveal themselves to each other, finding that each is a widow.",1966-05-27,fr,/qly34Guu4FX8up8ZwQjxwPiDKfr.jpg
6404,"[18, 27]",Nosferatu the Vampyre,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",1979-01-17,de,/g7fEH8uafDHYDHOafRPkoud0Tjy.jpg
965,"[18, 10749, 36]",The Magnificent Ambersons,The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.,1942-07-10,en,/4QvsFW2cRY20GVpMQNcG406YVxP.jpg
587792,"[35, 10749, 878]",Palm Springs,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",2020-07-10,en,/yf5IuMW6GHghu39kxA0oFx7Bxmj.jpg
53565,"[16, 10402, 35, 10751]",Steamboat Willie,"Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.",1928-11-18,en,/xEur3v9kMfw4zDueCh4wrUuhW5A.jpg
15362,"[28, 53, 80, 18]",Mesrine: Public Enemy #1,"The story of Jacques Mesrine, France's public enemy No. 1 during the 1970s. After nearly two decades of legendary criminal feats -- from multiple bank robberies and to prison breaks -- Mesrine was gunned down by the French police in Paris.",2008-11-19,fr,/k9lhZ0PhY78nzwG034rNpsLXlpW.jpg
10234,"[18, 27, 53]",Funny Games,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",1997-09-11,de,/3s0kqDfTeaUsFUFyzYTD9nKW7Qa.jpg
2666,"[9648, 878]",Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",1998-02-27,en,/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg
604605,"[16, 10749, 878]",Hello World,"A shy high schooler in Kyoto meets a man claiming to be his future self, who tells him he’s hacked into the past to save their first love.",2019-09-20,ja,/vmizP4G4EWsxNf6PLOvGNaFJ89Y.jpg
38528,[35],Horse Fever,"Bruno Fioretti, known as ""Mandrake"", is an inveterate gambler who never misses a day at the horse racing track in Rome. He is doubly unlucky: he bets too much on one horse, and his wife is sleeping with his best friend because Mandrake is always at the track. Penniless and cuckolded, Mandrake decides to make one last bet.",1976-10-29,it,/84oeT5mvFd1xbzrSQZ3zloXuxo1.jpg
38142,"[16, 18, 10751, 10749]",5 Centimeters per Second,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city.",2007-03-03,ja,/dFipUR6W0y3PPkuVS8gjFd929m2.jpg
594,"[35, 18]",The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",2004-06-17,en,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg
508763,"[18, 12, 10751]",A Dog's Way Home,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",2019-01-10,en,/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg
396263,"[878, 28, 16]",Gantz:O,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.",2016-10-14,ja,/9yTuw6ddf28lItHwgeqFSNtXsaG.jpg
15392,"[18, 10402, 9648, 10749]",Crossroads,"A wanna-be blues guitar virtuoso seeks a long-lost song by legendary musician, Robert Johnson.",1986-03-14,en,/2sMo7gwZ8L7KttiW210T0ueJ2eX.jpg
13446,"[35, 18]",Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",1987-06-19,en,/fAaF0qyjJJuAZO7viwYUaO2XNlF.jpg
11502,"[18, 53]",Knife in the Water,"On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences.",1962-03-09,pl,/tkdeCwZhy9hzzVjZFjw0RPGWUIg.jpg
504608,"[10402, 18, 36]",Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",2019-05-17,en,/f4FF18ia7yTvHf2izNrHqBmgH8U.jpg
54138,"[28, 12, 878]",Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013-05-05,en,/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg
2977,"[10749, 18]",Becoming Jane,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,2007-03-02,en,/yHA6JEn57MBGp2yGFgYyopJvk2O.jpg
255,"[35, 18, 10749]",Stolen Kisses,"The third in a series of films featuring François Truffaut's alter-ego, Antoine Doinel, the story resumes with Antoine being discharged from military service. His sweetheart Christine's father lands Antoine a job as a security guard, which he promptly loses. Stumbling into a position assisting a private detective, Antoine falls for his employers' seductive wife, Fabienne, and finds that he must choose between the older woman and Christine.",1968-09-04,fr,/5qHh1Vp2TOOX5IaTVt4wyT8OTnR.jpg
15255,"[28, 80, 53]",Undisputed II: Last Man Standing,"Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian jail on trumped-up drug charges. In order to win his freedom he must fight against the jailhouse fighting champ Uri Boyka in a battle to the death. This time he is not fighting for a title, he is fighting for his life!",2006-04-11,en,/4bE9t5ctBZXYV3GJ6Xr0l4KRplv.jpg
13479,"[16, 35, 10751, 10770]",A Charlie Brown Thanksgiving,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.",1973-11-20,en,/tY4cDYOffWb9FKgp8223DXPJznr.jpg
13183,"[28, 9648, 878]",Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered, an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",2009-03-04,en,/aZvOkdo203bm1kpcY0A0Tn074ER.jpg
11673,"[18, 35, 36, 10749]",Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",1990-03-28,fr,/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg
4543,[35],Monty Python's The Meaning of Life,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",1983-03-31,en,/9yavZ9WgEZIpWi2EbVW8At9RPdo.jpg
801,"[35, 18, 10752]","Good Morning, Vietnam","A disk jockey goes to Vietnam to work for the Armed Forces Radio Service. While he becomes popular among the troops, his superiors disapprove of his humour.",1987-12-23,en,/rcod81d34X1avhRIKBOQ4BsHtYZ.jpg
438146,"[18, 80]",Birds of Passage,"During the marijuana bonanza, a violent decade that saw the origins of drug trafficking in Colombia, Rapayet and his indigenous family get involved in a war to control the business that ends up destroying their lives and their culture.",2018-08-02,es,/fUXD9HrnDqZKnw6p1iZnyeQYShd.jpg
191714,"[18, 10749]",The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",2013-09-20,hi,/oTjD4pmwxlGV20A3Od6Afucwql0.jpg
40794,"[35, 18, 10749]",Loose Cannons,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",2010-02-12,it,/gYSXvD0sB2MRXF5YreSWtdcW4Jv.jpg
690,"[80, 18]",Pickpocket,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",1959-12-16,fr,/75iNl1tEecG8DUA8nqhxsXkHpHb.jpg
483980,"[10402, 14, 35, 10749, 27, 10770]",Z-O-M-B-I-E-S,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",2018-02-16,en,/6S9O5U7Ietqh6zTtZhGbhbA3Pze.jpg
293670,"[27, 9648]",The Wailing,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,2016-05-12,ko,/aXlL7yYwpXInhltamtzKQFBG08G.jpg
1791,"[18, 10749]",The Piano Teacher,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",2001-09-05,fr,/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg
134,"[12, 35, 80]","O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.",2000-08-30,en,/2YztYilviFCYcEtDAnrOstUWGie.jpg
571468,"[12, 14, 18]",Freaks Out,Four circus freaks with superpowers find themselves trapped in Nazi-occupied Rome after their owner and father figure goes missing in the aftermath of the 1943 surrender of Italy to the Allies.,2021-10-28,it,/o2LhhNYtHurpExDmnFCTtR9vJW2.jpg
451751,"[53, 18, 10402]",American Satan,"A young rock band, half from England and half from the US, drop out of college and move to the Sunset Strip to chase their dreams.",2017-10-13,en,/hM9dOYWPh5pcQ3ruFXDayXsqgHw.jpg
118412,"[28, 12, 18, 14, 16]",Berserk: The Golden Age Arc II - The Battle for Doldrey,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",2012-06-23,ja,/gzVQQaDazukAcmiFx6l9WLj1kwo.jpg
47735,"[18, 10749]",Summer with Monika,"Monika from Stockholm falls in love with Harry, a young man on holiday. When she becomes pregnant they are forced into a marriage, which begins to fall apart soon after they take up residence in a cramped little flat.",1953-02-09,sv,/82hLsn67V9TjgrLOZCFL7247pJd.jpg
23550,"[18, 10749]",His Secret Life,"When Antonia's husband Massimo is killed in a car accident, she accidentally discovers that he has been having a same-sex affair with a produce wholesaler named Michele.",2001-03-16,it,/coapzYKR5wNchW87VikMdopjvqM.jpg
4710,"[18, 10749]",Masculin Féminin,"Paul, a young idealist trying to figure out what he wants to do with his life, takes a job interviewing people for a marketing research firm. He moves in with aspiring pop singer Madeleine. Paul, however, is disillusioned by the growing commercialism in society, while Madeleine just wants to be successful. The story is told in a series of 15 unrelated vignettes.",1966-03-22,fr,/wyKlcABhH1amSzqJWoYHGuICTMZ.jpg
3080,"[35, 10402, 10749]",Top Hat,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",1935-08-29,en,/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg
2756,"[12, 28, 53, 878]",The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",1989-08-09,en,/hFPUV6AVxu9Xz5w5x4syLFth9Ds.jpg
82690,"[10751, 16, 35, 12]",Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",2012-11-01,en,/zWoIgZ7mgmPkaZjG0102BSKFIqQ.jpg
47653,"[35, 10749]",The Immigrant,An European immigrant endures a challenging voyage only to get into trouble as soon as he arrives in New York.,1917-06-17,en,/f4xP9DvXKqpYKo0Fth5tKyZY8ej.jpg
14551,[37],Winchester '73,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives.",1950-07-12,en,/rqRgjWqSmK9oI6duvigPmn49aVG.jpg
2639,"[35, 18]",Deconstructing Harry,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",1997-12-12,en,/i7Z5DdznqANJUjqWISEFu9bw6J7.jpg
892,"[35, 878, 14]",Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",1991-04-17,fr,/bq18nae4FBPGCB8B2ZhBAEyERjq.jpg
104,"[28, 18, 53]",Run Lola Run,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",1998-03-03,de,/v0giIi4bTILVhNhJajet3WWY3FA.jpg
610120,[10402],Anima,"In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead stars in a mind-bending visual piece. Best played loud.",2019-06-27,en,/xCBOjFAzsz8d2kABIPfwIAOeJ5t.jpg
497698,"[28, 12, 878]",Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",2021-07-07,en,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg
112198,"[35, 18]",What's in a Name,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...",2012-04-25,fr,/5xKkDkv506CiSp99SxmHLsnaoFs.jpg
77016,"[80, 18, 53]",End of Watch,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,2012-09-20,en,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg
16274,"[35, 10749]",Holiday,"Johnny Case, a freethinking financier, has finally found the girl of his dreams — Julia Seton, the spoiled daughter of a socially prominent millionaire — and she's agreed to marry him. But when Johnny plans a holiday for the two to enjoy life while they are still young, his fiancée has other plans & that is for Johnny to work in her father's bank!",1938-05-26,en,/vTswoixIge9o84NLlWGaWl5lrHO.jpg
11868,[27],Dracula,"After Jonathan Harker attacks Dracula at his castle, the vampire travels to a nearby city, where he preys on the family of Harker's fiancée. The only one who may be able to protect them is Dr. van Helsing, Harker's friend and fellow-student of vampires, who is determined to destroy Dracula, whatever the cost.",1958-05-22,en,/1L45hwUu1P4NRhbRRrE5d9oHamm.jpg
11807,"[18, 35, 10749]",Jab We Met,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,2007-10-26,hi,/reEzvhfp85DTapHSPRzBULCXUuz.jpg
837881,"[18, 36]",She Said,New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation — a story that helped launch the #MeToo movement and shattered decades of silence around the subject of sexual assault in Hollywood.,2022-11-17,en,/jG4UI2dbNWlWtTTupjeU3fRJ5Fn.jpg
304357,[18],Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",2015-03-20,en,/6eoj6bozvgwNuDV3vOrqlvrCrX.jpg
30061,"[28, 12, 16, 878]",Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",2010-02-23,en,/5Cjrxbv0BIxzgKFC9PYcgmPtnMV.jpg
377,[27],A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984-11-09,en,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg
637693,"[16, 12, 10751, 37]",Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,2021-05-20,en,/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg
13008,"[80, 18, 27]",An American Crime,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",2007-07-27,en,/aGATXFPK09klLs0JmxLKtCSyg24.jpg
866,[18],Finding Neverland,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan'.",2004-10-17,en,/5JyDPH4qdr0I6pF7Bjh1Qrf1Jhh.jpg
376869,"[18, 53]",Neerja,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",2016-02-19,hi,/alDRJWHI1TfqB9ev6cMbVE5P92x.jpg
